PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
GUAYAS,SABADO,P02,NO,CP11,COLISION,URBANA,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P11,NO,CP01,OTROS,URBANA,CAMION,PARTICULAR,47.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P06,NO,CP13,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,26.0,MUJER,ILESO,CONDUCTOR
MANABI,VIERNES,P14,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP13,PERDIDA DE PISTA,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P23,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P00,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,VIERNES,P15,NO,CP22,CHOQUE LATERAL,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P05,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,27.0,HOMBRE,ILESO,CONDUCTOR
MANABI,SABADO,P05,NO,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
EL ORO,VIERNES,P12,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,NO,CP13,VOLCAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P06,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,29.0,HOMBRE,FALLECIDO,CONDUCTOR
LOS RIOS,SABADO,P12,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,NO,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,SABADO,P03,NO,CP13,PERDIDA DE PISTA,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,SABADO,P16,NO,CP13,ESTRELLAMIENTOS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P03,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P15,NO,CP13,ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,SABADO,P18,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P15,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,SABADO,P16,NO,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
LOS RIOS,SABADO,P18,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P01,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP13,PERDIDA DE PISTA,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,SABADO,P15,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP13,OTROS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,DOMINGO,P06,NO,CP22,CHOQUE LATERAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,51.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,DOMINGO,P06,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,SABADO,P17,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
EL ORO,DOMINGO,P02,NO,CP13,ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,DOMINGO,P02,NO,CP17,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,47.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,DOMINGO,P07,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,35.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,DOMINGO,P02,NO,CP17,CHOQUE FRONTAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,51.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P07,NO,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P22,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,DOMINGO,P02,NO,CP12,ROZAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P00,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P05,NO,CP11,COLISION,URBANA,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P01,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTA ELENA,SABADO,P20,NO,CP17,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,DOMINGO,P01,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,DOMINGO,P15,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,SABADO,P20,NO,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,DOMINGO,P16,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
MANABI,DOMINGO,P21,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P21,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,32.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P23,NO,CP12,ROZAMIENTOS,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,DOMINGO,P17,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,DOMINGO,P03,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,DOMINGO,P20,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P14,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
EL ORO,DOMINGO,P16,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,40.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P00,NO,CP22,CHOQUE LATERAL,RURAL,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P02,NO,CP13,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,25.0,MUJER,LESIONADO,CONDUCTOR
AZUAY,DOMINGO,P04,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P20,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P05,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,44.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P22,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P03,NO,CP17,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P19,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P21,NO,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P14,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,55.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P23,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MARTES,P06,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,LUNES,P21,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,LUNES,P20,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P07,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P20,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P18,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTA ELENA,LUNES,P18,NO,CP17,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,25.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,P21,NO,CP12,ROZAMIENTOS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,LUNES,P22,NO,CP22,CHOQUE LATERAL,RURAL,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,LUNES,P14,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P23,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,LUNES,P18,NO,CP13,ESTRELLAMIENTOS,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,LUNES,P14,NO,CP22,CHOQUE LATERAL,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,LUNES,P11,NO,CP12,ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P10,NO,CP13,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P19,NO,CP13,PERDIDA DE PISTA,RURAL,CAMION,PUBLICO,39.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,LUNES,P20,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P22,NO,CP13,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,MIERCOLES,P04,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMION,PUBLICO,32.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,MARTES,P19,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P06,NO,CP12,ROZAMIENTOS,RURAL,BUS,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P10,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
PICHINCHA,MARTES,P13,NO,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,47.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P05,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,43.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P16,NO,CP17,CHOQUE FRONTAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,31.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P07,NO,CP13,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,26.0,MUJER,LESIONADO,CONDUCTOR
GUAYAS,MARTES,P17,NO,CP12,ROZAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,MIERCOLES,P12,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P09,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P23,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P22,NO,CP13,PERDIDA DE PISTA,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,JUEVES,P04,SI,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P21,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,39.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,JUEVES,P00,SI,CP13,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P06,SI,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P19,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P00,SI,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,MARTES,P20,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,MIERCOLES,P16,NO,CP13,VOLCAMIENTOS,RURAL,CAMIONETA,PARTICULAR,33.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,MIERCOLES,P19,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P09,SI,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P08,SI,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,MIERCOLES,P05,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
LOS RIOS,JUEVES,P06,SI,CP11,COLISION,RURAL,CAMION,PUBLICO,47.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,MARTES,P16,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,JUEVES,P10,SI,CP22,CHOQUE LATERAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P10,SI,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P15,SI,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,34.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P11,SI,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTA ELENA,JUEVES,P11,SI,CP11,COLISION,URBANA,BUS,PUBLICO,26.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P21,SI,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P20,SI,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P17,SI,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P18,SI,CP11,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,51.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P20,SI,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTA ELENA,JUEVES,P20,SI,CP13,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,25.0,HOMBRE,ILESO,CONDUCTOR
MANABI,JUEVES,P20,SI,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,JUEVES,P19,SI,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,JUEVES,P14,SI,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,JUEVES,P19,SI,CP13,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
LOS RIOS,JUEVES,P23,SI,CP17,CHOQUE FRONTAL,RURAL,CAMION,PUBLICO,57.0,HOMBRE,FALLECIDO,CONDUCTOR
GUAYAS,JUEVES,P20,SI,CP13,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,63.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P18,SI,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P12,SI,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P23,SI,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P18,SI,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P21,SI,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P10,SI,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P18,SI,CP13,ESTRELLAMIENTOS,URBANA,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P05,SI,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P09,SI,CP13,PERDIDA DE PISTA,RURAL,CAMION,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
MANABI,VIERNES,P07,SI,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P12,SI,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,76.0,MUJER,ILESO,CONDUCTOR
MANABI,VIERNES,P19,SI,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PASAJERO
GUAYAS,SABADO,P04,SI,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P20,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P13,SI,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,33.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P21,SI,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P22,SI,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P22,SI,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P10,SI,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
